## FlyBase Gene Snapshot Report
## Generated: Wed Nov 25 22:32:29 2020
## Using datasource: dbi:Pg:dbname=fb_2020_06_reporting;host=flysql20;port=5432...
## Genes that currently do not have a gene snapshot are included in this file and marked with "Contributions welcome." in the gene_snapshot_text column.

##FBgn_ID	GeneSymbol	GeneName	datestamp	gene_snapshot_text
FBgn0037548	CG7900	-	-	Contributions welcome.
FBgn0262714	Sap130	Sin3A-associated protein 130	-	Contributions welcome.
FBgn0004465	Su(P)	Suppressor of ref(2)P sterility	-	Contributions welcome.
FBgn0002707	mei-9	meiotic 9	20190314	meiotic 9 (mei-9) encodes the catalytic subunit of the Mei-9-Ercc1 structure-selective endonuclease that functions in nucleotide excision repair. The products of mei-9 and Ercc1 interact with the product of mus312 to generate meiotic crossovers.
FBgn0002872	mu2	mutator 2	20190314	mutator 2 (mu2) encodes an androgen receptor co-activator involved in double-strand break repair and regulation of chromatin organization.
FBgn0001291	Jra	Jun-related antigen	-	Contributions welcome.
FBgn0035158	CG13895	-	-	Contributions welcome.
FBgn0259167	CG42272	-	-	Contributions welcome.
FBgn0260750	Mulk	Multi-substrate lipid kinase	20190912	Multi-substrate lipid kinase (Mulk) encodes a ceramide kinase involved in ceramide metabolism and pole cell migration.
FBgn0259194	Ir94e	Ionotropic receptor 94e	-	Contributions welcome.
FBgn0259189	Ir7e	Ionotropic receptor 7e	-	Contributions welcome.
FBgn0259190	Ir7d	Ionotropic receptor 7d	-	Contributions welcome.
FBgn0259193	Ir94d	Ionotropic receptor 94d	-	Contributions welcome.
FBgn0259195	CG42299	-	-	Contributions welcome.
FBgn0035786	Tsp66A	Tetraspanin 66A	-	Contributions welcome.
FBgn0039044	p53	p53	20190314	p53 (p53) encodes a transcriptional factor required for adaptive responses to genotoxic stress, including cell death, compensatory proliferation and DNA repair.
FBgn0043536	Obp57d	Odorant-binding protein 57d	20190314	Odorant-binding protein 57d (Obp57d) encodes a member of the odorant-binding protein family. It is involved in taste perception of middle- to long-chain fatty acids, influencing feeding and oviposition-site preference behavior.
FBgn0034796	CG3700	-	-	Contributions welcome.
FBgn0259231	CCKLR-17D1	Cholecystokinin-like receptor at 17D1	20190711	Cholecystokinin-like receptor at 17D1 (CCKLR-17D1) encodes a neuropeptide receptor involved in locomotion and neuromuscular junction growth.
FBgn0029907	Atx-1	Ataxin 1	20190307	Ataxin 1 (Atx-1) encodes the ortholog of human Atx-1, in which pathogenic variants with expanded glutamine tracts cause spinocerebellar ataxia type 1. It  interacts with the product of sens via its AXH domain.
FBgn0036830	CG14077	-	-	Contributions welcome.
FBgn0038693	unc79	uncoordinated 79	20190919	uncoordinated 79 (unc79) encodes a protein involved in circadian locomotor rhythms.
FBgn0020389	Papss	PAPS synthetase	20181004	PAPS synthetase (Papss) encodes an enzyme that catalyzes the synthesis of 3'-phosphoadenosine 5'-phosphosulfate (PAPS), the sulfate donor compound in all sulfotransferase reactions. Maternally provided Papss product is required for the formation of the embryonic dorsal-ventral axis mediated by the sulfotransferase encoded by pip.
FBgn0259721	CG42375	-	-	Contributions welcome.
FBgn0259241	CG42339	-	-	Contributions welcome.
FBgn0051609	CG31609	-	-	Contributions welcome.
FBgn0032005	Snx6	Sorting nexin 6	-	Contributions welcome.
FBgn0030696	CG8509	-	-	Contributions welcome.
FBgn0053169	CG33169	-	-	Contributions welcome.
FBgn0032986	CG3262	-	-	Contributions welcome.
FBgn0032988	Tif-IA	Tif-IA	-	Contributions welcome.
FBgn0031197	CG17601	-	-	Contributions welcome.
FBgn0259703	CG42357	-	-	Contributions welcome.
FBgn0265177	CG44242	-	-	Contributions welcome.
FBgn0259715	CG42369	-	-	Contributions welcome.
FBgn0036807	CG6893	-	-	Contributions welcome.
FBgn0052201	CG32201	-	-	Contributions welcome.
FBgn0053241	Ste:CG33241	Ste:CG33241	-	Contributions welcome.
FBgn0260388	CG42514	-	-	Contributions welcome.
FBgn0039552	CG12426	-	-	Contributions welcome.
FBgn0035328	yellow-g2	yellow-g2	-	Contributions welcome.
FBgn0259729	CG42383	-	-	Contributions welcome.
FBgn0259725	CG42379	-	-	Contributions welcome.
FBgn0036796	CG18231	-	-	Contributions welcome.
FBgn0041103	nht	no hitter	20190801	no hitter (nht) encodes a testis binding protein associated factor involved in tissue-specific transcription regulation and spermatogenesis.
FBgn0259736	CG42390	-	-	Contributions welcome.
FBgn0037841	CG4565	-	-	Contributions welcome.
FBgn0029912	CG4557	-	-	Contributions welcome.
FBgn0051262	CG31262	-	-	Contributions welcome.
FBgn0030186	CG2962	-	-	Contributions welcome.
FBgn0003450	snk	snake	20190314	snake (snk) encodes a secreted serine protease. It is a member of the protease cascade that generates the ligand that activates the receptor encoded by Tl. It contributes to establishment of the dorsal-ventral embryonic axis.
FBgn0037039	CG10587	-	-	Contributions welcome.
FBgn0053286	CG33286	-	-	Contributions welcome.
FBgn0064912	CG31178	-	-	Contributions welcome.
FBgn0051265	CG31265	-	-	Contributions welcome.
FBgn0037101	CG7634	-	-	Contributions welcome.
FBgn0038214	CG9616	-	-	Contributions welcome.
FBgn0038479	CG17477	-	-	Contributions welcome.
FBgn0051267	CG31267	-	-	Contributions welcome.
FBgn0051269	CG31269	-	-	Contributions welcome.
FBgn0030734	CG9911	-	-	Contributions welcome.
FBgn0053237	Ste:CG33237	Ste:CG33237	-	Contributions welcome.
FBgn0053238	Ste:CG33238	Ste:CG33238	-	Contributions welcome.
FBgn0053240	Ste:CG33240	Ste:CG33240	-	Contributions welcome.
FBgn0027563	CG9631	-	-	Contributions welcome.
FBgn0038484	CG5246	-	-	Contributions welcome.
FBgn0053242	Ste:CG33242	Ste:CG33242	-	Contributions welcome.
FBgn0053243	Ste:CG33243	Ste:CG33243	-	Contributions welcome.
FBgn0053244	Ste:CG33244	Ste:CG33244	-	Contributions welcome.
FBgn0053245	Ste:CG33245	Ste:CG33245	-	Contributions welcome.
FBgn0053246	Ste:CG33246	Ste:CG33246	-	Contributions welcome.
FBgn0053247	Ste:CG33247	Ste:CG33247	-	Contributions welcome.
FBgn0052407	CG32407	-	-	Contributions welcome.
FBgn0052069	CG32069	-	-	Contributions welcome.
FBgn0000996	dup	double parked	20190307	double parked (dup) encodes an essential protein for the initiation of DNA replication due to its recruitment of the MCM helicase to replication origins.
FBgn0039495	CG5909	-	-	Contributions welcome.
FBgn0259794	sinah	sina homologue	-	Contributions welcome.
FBgn0030528	CG11095	-	-	Contributions welcome.
FBgn0036476	sstn	stepping stone	20190314	stepping stone (sstn) encodes an adaptor protein that forms a complex with the plasma membrane encoded by step through direct coil-coil domain interactions. It functions with the product of step to antagonize actomyosin networks during cleavage of the Drosophila embryo.
FBgn0041342	Pcyt1	Phosphocholine cytidylyltransferase 1	20190926	Phosphocholine cytidylyltransferase 1 (Pcyt1) encodes a choline-phosphate cytidylyltransferase involved in the endosomal traffic of several protein including the products of Egfr and N.
FBgn0038300	Mau2	Mau2 sister chromatid cohesion factor	20190314	Mau2 sister chromatid cohesion factor (Mau2) encodes a protein that interacts with the product of Nipped-B to form the kollerin complex, which loads the cohesin complex onto chromosomes. The product of Mau2 and cohesin participate in transcriptional regulation and DNA repair.
FBgn0035231	Pcyt2	Phosphocholine cytidylyltransferase 2	-	Contributions welcome.
FBgn0035168	Cep290	Centrosomal protein 290kDa	20190307	Centrosomal protein 290kDa (Cep290) encodes a cytoplasmic protein located in the cilium transition zone, which assists in the compartmentalization of the cilium in sensory cilia, and the ciliary tip in sperm flagella. Its roles include coordinated movement behavior and sperm motility.
FBgn0038342	B9d1	B9d1	-	Contributions welcome.
FBgn0261683	B9d2	B9d2	-	Contributions welcome.
FBgn0028360	Cdc7	Cdc7 kinase	20190307	Cdc7 kinase (Cdc7) encodes a conserved protein kinase that is activated by the regulatory subunit encoded by chif during late G1/S of the cell cycle. The activated product of Cdc7 promotes the initiation of DNA replication through phosphorylation, and thereby activation, of the DNA helicase encoded by Mcm2 .
FBgn0033667	reb	rebuf	20190314	rebuf (reb) and the related exp encode proteins that belong to the Smad/FHA superfamily and have interchangeable functions. Both are required for the process of chitin deposition, together with the chitin synthase encoded by kkv.
FBgn0042627	FASN2	Fatty acid synthase 2	20190307	Fatty acid synthase 2 (FASN2) encodes an enzyme required for the synthesis of branched/methylated long chain fatty acids that are the precursors of methylated cuticular hydrocarbons.
FBgn0053493	CG33493	-	-	Contributions welcome.
FBgn0259707	CG42361	-	-	Contributions welcome.
FBgn0031335	CG5565	-	-	Contributions welcome.
FBgn0004102	oc	ocelliless	-	Contributions welcome.
FBgn0051716	Cnot4	CCR4-NOT transcription complex subunit 4	20190307	CCR4-NOT transcription complex subunit 4 (Cnot4) encodes a positive regulator of the Jak/Stat pathway which acts by stabilizing the DNA binding of the product of Stat92E.
FBgn0030007	alpha-PheRS	Phenylalanyl-tRNA synthetase, alpha-subunit	20190321	Phenylalanyl-tRNA synthetase, alpha-subunit (alpha-PheRS) encodes a cytoplasmic aminoacyl-tRNA synthetase that catalyzes the ligation of Phenylalanine to its cognate tRNAPhe. Together with the beta-subunit it forms a tetrameric enzyme complex. This subunit provides the catalytic core.
FBgn0039175	beta-PheRS	Phenylalanyl-tRNA synthetase, beta-subunit	20190321	Phenylalanyl-tRNA synthetase, beta-subunit (beta-PheRS) encodes a cytoplasmic aminoacyl-tRNA synthetase that catalyzes the ligation of Phenylalanine to its cognate tRNAPhe. Together with the alpha-subunit it forms a tetrameric enzyme complex. This subunit plays a role in recognition and binding of tRNAPhe and it provides the editing site that hydrolyzes wrongfully activated or ligated compounds.
FBgn0027794	Lrpprc2	Leucine-rich pentatricopeptide repeat containing 2	20190314	Leucine-rich pentatricopeptide repeat containing 2 (Lrpprc2) encodes an RNA-binding protein that forms a complex with the product of SLIRP2. It localizes to the mitochondrial matrix where it functions to coordinate mitochondrial translation.
FBgn0032013	Scgalpha	Sarcoglycan alpha	-	Contributions welcome.
FBgn0037602	SLIRP2	SRA stem-loop interacting RNA binding protein 2	-	Contributions welcome.
FBgn0064117	SLIRP1	SRA stem-loop interacting RNA binding protein 1	-	Contributions welcome.
FBgn0032023	CG14274	-	-	Contributions welcome.
FBgn0027588	GCS2alpha	Glucosidase 2 alpha subunit	-	Contributions welcome.
FBgn0030289	GCS1	Glucosidase 1	-	Contributions welcome.
FBgn0259170	alpha-Man-Ia	alpha-Mannosidase class I a	-	Contributions welcome.
FBgn0051202	alpha-Man-Ic	alpha-Mannosidase class I c	-	Contributions welcome.
FBgn0037215	beta-Man	beta-Mannosidase	-	Contributions welcome.
FBgn0032643	GCS2beta	Glucosidase 2 beta subunit	-	Contributions welcome.
FBgn0031969	pes	peste	-	Contributions welcome.
FBgn0031865	Nha1	Na[+]/H[+] hydrogen antiporter 1	20190926	Na[+]/H[+] hydrogen antiporter 1 (Nha1) encodes a chloride transmembrane transporter belonging to the CPA2 family of cation/proton antiporter family.
FBgn0015776	nrv1	nervana 1	20190314	nervana 1 (nrv1) encodes a beta subunit of the Na[+], K[+] ATPase ion pump, which is important for maintaining cellular membrane potential in muscles.
FBgn0033861	CG12464	-	-	Contributions welcome.
FBgn0085208	CG34179	-	-	Contributions welcome.
FBgn0010762	simj	simjang	20190801	simjang (simj) encodes a component of the NURD complex, which couples chromatin remodelling and histone deacetylation to mediate transcriptional repression. The product of simj is involded in cardiogenesis and habituation.
FBgn0035856	CG13679	-	-	Contributions welcome.
FBgn0035865	CG7201	-	-	Contributions welcome.
FBgn0260817	gkt	glaikit	20190307	glaikit (gkt) encodes a member of the phospholipase D superfamily. It is essential for the formation of epithelial polarity and nervous system development.
FBgn0014906	Hydr2	alpha/beta hydrolase2	20190919	alpha/beta hydrolase2 (Hydr2) encodes a lipase involved in lipid metabolism.
FBgn0024806	DIP2	DISCO Interacting Protein 2	20190321	DISCO Interacting Protein 2 (DIP2) encodes a member of DIP2 family. It interacts physically with the product of disco in vitro and participates in axonal bifurcation and guidance downstream of the JNK pathway.
FBgn0028896	CG17329	-	-	Contributions welcome.
FBgn0040153	l(1)G0469	lethal (1) G0469	-	Contributions welcome.
FBgn0026563	CG1979	-	-	Contributions welcome.
FBgn0037466	CG1965	-	-	Contributions welcome.
FBgn0035610	Lkr	Leucokinin receptor	20181018	Leucokinin receptor (Lkr) encodes a 7-transmembrane domain G-protein-coupled receptor (GPCR) with the product of Lk as a ligand. It signals through intracellular calcium, and is implicated in ion regulation by the Malpighian tubules and in feeding control.
FBgn0259817	SteXh:CG42398	SteXh:CG42398	-	Contributions welcome.
FBgn0035436	CG12016	-	-	Contributions welcome.
FBgn0052484	Sk2	Sphingosine kinase 2	20190912	Sphingosine kinase 2 (Sk2) encodes a D-erythro-sphingosine kinase that contributes to sphingolipid metabolism, flight performance and ovulation.
FBgn0035392	CG1271	-	-	Contributions welcome.
FBgn0031733	CG14006	-	-	Contributions welcome.
FBgn0035138	CG13884	-	-	Contributions welcome.
FBgn0036099	CG11811	-	-	Contributions welcome.
FBgn0042175	CG18858	-	-	Contributions welcome.
FBgn0011648	Mad	Mothers against dpp	20190314	Mothers against dpp (Mad) encodes the primary transcription factor that mediates cellular response to the BMP like ligands encoded by dpp, scw and gbb. Upon phosphorylation by either the products of sax or tkv (type I BMP receptors), it forms a complex with the product of Med and translocates to the nucleus where, together with cofactors, it regulates expression of BMP response target genes.
FBgn0033826	CG4734	-	-	Contributions welcome.
FBgn0259932	CG42455	-	-	Contributions welcome.
FBgn0035851	MED24	Mediator complex subunit 24	-	Contributions welcome.
FBgn0030085	CG6999	-	-	Contributions welcome.
FBgn0035852	CG7387	-	-	Contributions welcome.
FBgn0036575	CG5157	-	-	Contributions welcome.
FBgn0000253	Cam	Calmodulin	20190307	Calmodulin (Cam) encodes a Calcium-binding messenger protein. It acts as a part of the calcium signal transduction pathway and interacts with various target proteins such as kinases or phosphatases. It is involved in actin filament-based movement, mitotic spinde assembly, axon guidance, DNA damage response, autophagy, cell death, sensory perception, and muscle homeostasis.
FBgn0051807	CG31807	-	-	Contributions welcome.
FBgn0053109	CG33109	-	-	Contributions welcome.
FBgn0002023	Lim3	Lim3	20190314	Lim3 (Lim3) encodes a transcription factor that regulates neuronal sub-type identity, including motor neuron identity.
FBgn0034700	CG11269	-	-	Contributions welcome.
FBgn0010040	GstD4	Glutathione S transferase D4	-	Contributions welcome.
FBgn0003053	peb	pebbled	20190314	pebbled (peb) encodes a protein that acts as a tissue-specific transcriptional attenuator. It contributes to embryonic morphogenesis and development of ovary, retina and respiratory system.
FBgn0265785	CG44574	-	-	Contributions welcome.
FBgn0262814	CG43185	-	-	Contributions welcome.
FBgn0031746	CG9029	-	20190307	CG9029 encodes a peptide that is produced by the male accessory gland and transferred to females during mating.
FBgn0003411	sisA	sisterless A	20190314	sisterless A (sisA) encodes a transcription factor that activates transcription of the master feminizing switch gene Sxl specifically in diplo-X somatic cells. It is also required for proper embryonic midgut development in both sexes.
FBgn0005649	Rox8	Rox8	20190919	Rox8 (Rox8) encodes a protein involved in the regulation of alternative mRNA splicing.
FBgn0034989	CG3356	-	-	Contributions welcome.
FBgn0010041	GstD5	Glutathione S transferase D5	-	Contributions welcome.
FBgn0038017	CG4115	-	-	Contributions welcome.
FBgn0000576	ems	empty spiracles	20190307	empty spiracles (ems) encodes a homeotic selector gene that encodes a transcription factor involved in spiracle morphogenesis, axogenesis, and development of the ventral nerve cord, brain and tracheal system.
FBgn0032084	CG13101	-	-	Contributions welcome.
FBgn0262985	CG43293	-	-	Contributions welcome.
FBgn0262580	CG43120	-	-	Contributions welcome.
FBgn0036101	NijA	Ninjurin A	20190314	Ninjurin A (NijA) encodes a transmembrane protein of the conserved Ninjurin family. It is upregulated in response to injury and infection, suggesting a role in immune or stress responses. When overexpressed the product of NijA causes cell death.
FBgn0050039	CG30039	-	-	Contributions welcome.
FBgn0037213	CG12581	-	-	Contributions welcome.
FBgn0036831	CG6839	-	-	Contributions welcome.
FBgn0027570	Nep2	Neprilysin 2	-	Contributions welcome.
FBgn0264308	CG43778	-	-	Contributions welcome.
FBgn0259143	CG42258	-	-	Contributions welcome.
FBgn0024963	GluClalpha	GluClalpha	-	Contributions welcome.
FBgn0035186	CG13912	-	-	Contributions welcome.
FBgn0029740	CG12680	-	-	Contributions welcome.
FBgn0053155	CG33155	-	-	Contributions welcome.
FBgn0010042	GstD6	Glutathione S transferase D6	-	Contributions welcome.
FBgn0263118	tx	taxi	20190314	taxi (tx) encodes a transcription factor that affects cell adhesion by regulating the expression of mys. It is involved in the development of multiple organs and cell-types including tendon cells, chordotonal organs and the wing.
FBgn0085432	pan	pangolin	20190314	pangolin (pan) encodes an HMG-domain transcription factor that is a key component of the canonical Wingless signaling pathway. It toggles between acting as a transcriptional repressor (when bound to the product of gro) and activator (when bound to the product of arm) to promote cell fate specification.
FBgn0031613	HP6	Heterochromatin protein 6	20190919	Heterochromatin protein 6 (HP6) encodes a chromo shadow domain protein involved in telomere capping.
FBgn0261592	RpS6	Ribosomal protein S6	20190228	Ribosomal protein S6 (RpS6) encodes a key component of the small (40S) ribosomal subunit.
FBgn0262476	CG43066	-	-	Contributions welcome.
FBgn0051683	CG31683	-	-	Contributions welcome.
FBgn0040347	mus81	mus81	20190314	mus81 (mus81) encodes the catalytic subunit of the Mus81-mms4 structure-selective endonuclease that functions in DNA repair.
FBgn0261823	Asx	Additional sex combs	20190307	Additional sex combs (Asx) encodes a chromatin binding protein with deubiquitination activity of the product of His2A. It genetically interacts with Pc and sxc and represses homeotic genes transcription. It contributes to antennal development and embryonic cell cycle.
FBgn0050481	mRpL53	mitochondrial ribosomal protein L53	-	Contributions welcome.
FBgn0032090	CG9582	-	-	Contributions welcome.
FBgn0262739	AGO1	Argonaute-1	20190307	Argonaute-1 (AGO1) encodes an Argonaute/Piwi family protein, which interacts with microRNAs to form miRNA-induced silencing complexes (miRISCs). miRISCs are guided to target and repress mRNAs either by transcript destabilisation, translational inhibition, or both.
FBgn0004509	Fur1	Furin 1	-	Contributions welcome.
FBgn0259985	Mppe	Metallophosphoesterase	20190314	Metallophosphoesterase (Mppe) encodes a Mg[2+]- or Mn[2+]-dependent serine/threonine phosphatase.
FBgn0051910	CG31910	-	-	Contributions welcome.
FBgn0010043	GstD7	Glutathione S transferase D7	-	Contributions welcome.
FBgn0037724	Fst	Frost	20181115	Frost (Fst) encodes a potentially secreted protein that protects female reproduction after cold treatment.
FBgn0266446	CG45076	-	-	Contributions welcome.
FBgn0037391	CG2017	-	-	Contributions welcome.
FBgn0263743	CG43668	-	-	Contributions welcome.
FBgn0265178	CG44243	-	-	Contributions welcome.
FBgn0022699	D19B	D19B	-	Contributions welcome.
FBgn0051644	CG31644	-	-	Contributions welcome.
FBgn0034187	CG6967	-	-	Contributions welcome.
FBgn0035976	PGRP-LC	Peptidoglycan recognition protein LC	20190314	Peptidoglycan recognition protein LC (PGRP-LC) encodes a transmembrane receptor involved in the recognition of DAP-type peptidoglycan, a cell wall component found on Gram-negative bacteria and certain Gram positive bacteria. It functions upstream of the immune deficiency pathway.
FBgn0010044	GstD8	Glutathione S transferase D8	20180913	Glutathione S transferase D8 (GstD8) encodes an enzyme with broad substrate specificity involved in glutathione metabolism.
FBgn0032087	CG9568	-	-	Contributions welcome.
FBgn0032088	CG13102	-	-	Contributions welcome.
FBgn0031854	TTLL3A	Tubulin tyrosine ligase-like 3A	-	Contributions welcome.
FBgn0259950	CG42460	-	-	Contributions welcome.
FBgn0035187	Trh	Tryptophan hydroxylase	20190314	Tryptophan hydroxylase (Trh) encodes an enzyme that functions as the first and rate-limiting step in the synthesis of serotonin.
FBgn0035268	CG8001	-	-	Contributions welcome.
FBgn0051139	CG31139	-	-	Contributions welcome.
FBgn0262541	CG43095	-	-	Contributions welcome.
FBgn0261060	Sfp93F	Seminal fluid protein 93F	-	Contributions welcome.
FBgn0262144	CG42870	-	-	Contributions welcome.
FBgn0262143	CG42869	-	-	Contributions welcome.
FBgn0013348	TpnC41C	Troponin C at 41C	20190314	Troponin C at 41C (TpnC41C) is expressed predominantly in the pupal and adult tubular muscles, with minor amounts in the flight muscle. The encoded protein binds calcium to regulate muscle contraction. Its absence in tubular muscle is compensated by up-regulation of the product of TpnC4.
FBgn0000246	c(3)G	crossover suppressor on 3 of Gowen	20190926	crossover suppressor on 3 of Gowen (c(3)G) encodes the transerve filament protein of the synaptonemal complex. It is required for many meiotic processes, including homolog pairing, recombination, and chromosome segregation at meiosis I.
FBgn0086408	stl	stall	20190801	stall (stl) encodes a protein involved in neuron migration inhibition and ovarian follicle development.
FBgn0029727	CG6978	-	-	Contributions welcome.
FBgn0086758	chinmo	Chronologically inappropriate morphogenesis	20190307	Chronologically inappropriate morphogenesis (chinmo) encodes a putative BTB-zinc finger transcription factor. It is essential for neuronal temporal patterning. It also plays a role in the regulation of eye development, tumor formation, and the self-renewal and/or sexual identity of male somatic cyst stem cells by acting downstream of JAK-STAT signaling.
FBgn0039929	CG11076	-	-	Contributions welcome.
FBgn0259731	tal-2A	tarsal-less 2A	20190314	tarsal-less 2A (tal-2A) encodes one of four open reading frames within the tal polycistronic transcription unit. The encoded peptide controls the post-transcriptional activation of the product of ovo, which in turn regulates Notch signalling and F-actin organization.
FBgn0010473	tutl	turtle	20190314	turtle (tutl) encodes an Ig-superfamily transmembrane protein. Its roles include axonal tiling, dendrite self-avoidance, axonal pathfinding and coordinated motor control.
FBgn0038251	Hexim	Hexamethylene bisacetamide inducible	20190307	Hexamethylene bisacetamide inducible (Hexim) encodes an RNA binding protein. When associated with snRNA:7SK, it recruits and inhibits the positive transcription elongation factor encoded by Cdk9. Regulated release and re-sequestration of the product of Cdk9 by the snRNA:7SK snRNP plays an essential role in RNA polymerase II elongation control.
FBgn0259730	tal-1A	tarsal-less 1A	20190314	tarsal-less 1A (tal-1A) encodes one of four open reading frames within the tal polycistronic transcription unit. The encoded peptide controls the post-transcriptional activation of the product of ovo, which in turn regulates Notch signalling and F-actin organization.
FBgn0259732	tal-3A	tarsal-less 3A	20190314	tarsal-less 3A (tal-3A) encodes one of four open reading frames within the tal polycistronic transcription unit. The encoded peptide controls the post-transcriptional activation of the product of ovo, which in turn regulates Notch signalling and F-actin organization.
FBgn0029725	CG2871	-	-	Contributions welcome.
FBgn0030441	CG2209	-	-	Contributions welcome.
FBgn0040384	CG32795	-	-	Contributions welcome.
FBgn0040346	CG3704	-	-	Contributions welcome.
FBgn0031732	CG11149	-	-	Contributions welcome.
FBgn0033808	CG4627	-	-	Contributions welcome.
FBgn0033100	CG3420	-	-	Contributions welcome.
FBgn0032074	Tsp29Fa	Tetraspanin 29Fa	-	Contributions welcome.
FBgn0037151	CG7130	-	-	Contributions welcome.
FBgn0039796	CG12069	-	-	Contributions welcome.
FBgn0266570	NO66	Nucleolar protein 66	-	Contributions welcome.
FBgn0030595	CG14406	-	-	Contributions welcome.
FBgn0039563	CG4951	-	-	Contributions welcome.
FBgn0030589	CG9519	-	-	Contributions welcome.
FBgn0000360	Cp38	Chorion protein 38	-	Contributions welcome.
FBgn0040340	TRAM	TRAM	-	Contributions welcome.
FBgn0032048	Dh31	Diuretic hormone 31	-	Contributions welcome.
FBgn0015829	TfIIEbeta	Transcription factor IIEbeta	-	Contributions welcome.
FBgn0035161	CG13898	-	-	Contributions welcome.
FBgn0051835	CG31835	-	-	Contributions welcome.
FBgn0029911	CG14435	-	-	Contributions welcome.
FBgn0040512	zetaCOP	Coat Protein (coatomer) zeta	-	Contributions welcome.
FBgn0052638	CG32638	-	-	Contributions welcome.
FBgn0027348	bgm	bubblegum	-	Contributions welcome.
FBgn0036730	qjt	quijote	20190314	quijote (qjt) encodes a SUMO E3 ligase and a highly conserved subunit of the Smc5/6 complex. It is enriched in heterochromatin and recruited to heterochromatic double-strand break repair sites.
FBgn0030658	CG7872	-	-	Contributions welcome.
FBgn0085371	CG34342	-	-	Contributions welcome.
FBgn0000259	CkIIbeta	Casein kinase II beta subunit	20190307	Casein kinase II beta subunit (CkIIbeta) encodes the regulatory subunit of the CKII holoenzyme, a protein serine/threonine kinase composed of a and b subunits. Interactions have been reported with other kinases (e.g., the products of PIP4K and S6kII), the RNA-binding protein encoded by orb , the Hedgehog signaling pathway and clock proteins such as the products of tim and per. The product of CkIIbeta functions in oogenesis, neurogenesis, development (brain and other tissues) as well as circadian behavior.
FBgn0052095	CG32095	-	-	Contributions welcome.
FBgn0034493	CG8908	-	-	Contributions welcome.
FBgn0032127	CG13114	-	-	Contributions welcome.
FBgn0035504	Teh4	tipE homolog 4	-	Contributions welcome.
FBgn0052457	CG32457	-	-	Contributions welcome.
FBgn0039941	CG17167	-	-	Contributions welcome.
FBgn0260223	CG42497	-	-	Contributions welcome.
FBgn0085317	CG34288	-	-	Contributions welcome.
FBgn0027360	Tim10	Translocase of inner membrane 10	-	Contributions welcome.
FBgn0003375	Sgs5	Salivary gland secretion 5	-	Contributions welcome.
FBgn0003747	Gr5a	Gustatory receptor 5a	-	Contributions welcome.
FBgn0035685	CG13297	-	-	Contributions welcome.
FBgn0262524	ver	verrocchio	20190321	verrocchio (ver) encodes a member of the terminin complex, which prevents telomere fusions. It is required for telomere maintenance.
FBgn0030482	CG1673	-	-	Contributions welcome.
FBgn0284080	CG46302	-	-	Contributions welcome.
FBgn0003382	sha	shavenoid	20190314	shavenoid (sha) encodes a novel protein that appears to promote trichome (hair) formation. sha mutations interact synergistically with mutations in fz/stan pathway genes.
FBgn0041111	lilli	lilliputian	-	Contributions welcome.
FBgn0284081	CG46303	-	-	Contributions welcome.
FBgn0262115	CG17683	-	-	Contributions welcome.
FBgn0013765	cnn	centrosomin	20190523	centrosomin (cnn) encodes an essential mitotic centrosome component. During early embryogenesis it is required to organize the mitotic spindle, the actin cytoskeleton and centriole replication. It is also required for mitotic and meiotic divisions during spermatogenesis, as well as organization of the sperm axoneme. The product of cnn can interact with microtubules, actin and the kinase encoded by polo.
FBgn0036063	CG6674	-	-	Contributions welcome.
FBgn0284082	CG46304	-	-	Contributions welcome.
FBgn0051901	Mur29B	Mucin related 29B	-	Contributions welcome.
FBgn0261020	wol	wollknaeuel	20190321	wollknaeuel (wol) encodes a protein belonging to the the glycosyltransferase 2 family. It contributes to N-glycan biosynthesis and is involved in epidermal differentiation including maintenance of cell polarity and cuticle formation.
FBgn0035626	lin-28	lin-28	-	Contributions welcome.
FBgn0035631	Txl	Thioredoxin-like	20190926	Thioredoxin-like (Txl) encodes a protein predicted to be involved in the cell redox homeostasis.
FBgn0000404	CycA	Cyclin A	20190307	Cyclin A (CycA) encodes a protein that binds to the product of Cdk1, thereby promoting Cdk1's protein kinase activity. The CycA-Cdk1 complex controls important aspects of progression through the cell cycle, including entry into mitosis. During the G2 phase, this complex is important for prevention of premature DNA re-replication. During mitosis and G1, the product of CycA is rapidly degraded (involving APC/C and the proteasome), resulting in inactivation of Cdk1 protein kinase activity.
FBgn0263106	DnaJ-1	DnaJ-like-1	20190516	DnaJ-like-1 (DnaJ-1) encodes a heat-shock protein co-factor that regulates and interacts with larger heat shock proteins providing client specificity. It regulates the folding of proteins whose misfolding leads to age-dependent neurodegeneration.
FBgn0034050	bug	bunker gear	-	Contributions welcome.
FBgn0029730	boil	boilerman	-	Contributions welcome.
FBgn0035627	Sse	Separase	20190314	Separase (Sse) encodes an endoprotease. Together with the product of thr, it forms a complex which cleaves a subunit of the cohesin complex during meiosis, thereby allowing separation of the sister chromatids.
FBgn0037487	thw	thawb	-	Contributions welcome.
FBgn0051976	ovm	oven mitt	-	Contributions welcome.
FBgn0085391	trv	trivet	-	Contributions welcome.
FBgn0259146	fid	fire dancer	20190912	fire dancer (fid) encodes a protein involved in heat resistance.
FBgn0003942	RpS27A	Ribosomal protein S27A	-	Contributions welcome.
FBgn0025366	Ip259	Intronic Protein 259	-	Contributions welcome.
FBgn0023129	aay	astray	-	Contributions welcome.
